ID,Event Type,Timestamp,Value
7986,login,2024-06-29 13:22:36.446972,
7987,click,2024-04-11 22:41:36.446977,135.27
7988,click,2024-04-24 00:19:36.446983,471.9
7989,purchase,2024-03-01 23:11:36.446988,
7990,click,2024-03-09 05:44:36.446994,
7991,login,2024-12-10 02:46:36.447001,
7992,logout,2024-09-28 20:14:36.447005,421.45
7993,login,2024-03-16 14:09:36.447008,393.97
7994,logout,2024-05-25 15:41:36.447011,323.21
7995,click,2024-07-01 09:42:36.447015,122.04
7996,login,2024-08-22 05:25:36.447018,110.55
7997,purchase,2024-03-02 15:00:36.447021,496.73
7998,purchase,2024-03-03 11:33:36.447025,275.79
7999,click,2024-05-09 21:51:36.447028,58.37
8000,view,2024-03-29 11:48:36.447031,208.99
8001,purchase,2024-07-18 22:09:36.447035,117.53
8002,purchase,2024-05-15 16:35:36.447038,
8003,purchase,2024-12-08 21:52:36.447041,305.92
8004,click,2024-07-19 06:03:36.447045,269.17
8005,view,2024-02-19 03:43:36.447048,469.83
8006,login,2024-04-23 02:50:36.447051,
8007,view,2024-01-26 14:50:36.447055,170.24
8008,login,2024-01-23 03:16:36.447058,141.65
8009,purchase,2024-10-06 14:10:36.447064,57.2
8010,view,2024-05-16 10:11:36.447070,
8011,view,2024-12-01 04:11:36.447076,
8012,logout,2024-10-05 23:00:36.447082,193.13
8013,login,2024-07-19 03:53:36.447088,74.06
8014,purchase,2024-01-07 02:15:36.447094,
8015,logout,2024-03-27 13:42:36.447108,
8016,login,2024-03-20 09:15:36.447113,
8017,purchase,2024-06-04 21:10:36.447117,
8018,login,2024-08-21 08:47:36.447120,410.29
8019,logout,2024-10-30 23:12:36.447123,113.71
8020,purchase,2024-02-19 05:45:36.447127,7.14
8021,click,2024-02-21 01:33:36.447130,100.93
8022,purchase,2024-08-24 23:26:36.447134,379.64
8023,purchase,2024-06-07 09:24:36.447137,
8024,purchase,2024-03-01 20:10:36.447140,319.91
8025,purchase,2024-03-16 07:17:36.447144,
8026,click,2024-05-16 21:14:36.447149,103.26
8027,logout,2024-03-26 00:29:36.447155,323.03
8028,view,2024-07-08 09:34:36.447161,
8029,purchase,2024-12-17 08:15:36.447169,
8030,view,2024-07-09 17:47:36.447173,88.43
8031,login,2024-10-13 04:44:36.447176,192.28
8032,view,2024-04-20 20:23:36.447179,
8033,logout,2024-01-24 07:54:36.447183,
8034,purchase,2024-05-13 13:42:36.447186,
8035,logout,2024-08-03 06:20:36.447190,
8036,login,2024-03-12 17:33:36.447193,
8037,logout,2024-01-18 06:07:36.447197,
8038,logout,2024-01-22 22:12:36.447200,
8039,view,2024-04-18 21:28:36.447203,
8040,click,2024-08-08 18:54:36.447207,88.07
8041,logout,2024-08-31 15:33:36.447210,
8042,logout,2024-03-19 13:31:36.447213,
8043,login,2024-11-19 22:09:36.447217,
8044,login,2024-09-26 02:10:36.447220,
8045,click,2024-01-12 23:35:36.447223,361.27
8046,logout,2024-05-27 09:32:36.447229,
8047,logout,2024-10-19 00:21:36.447235,
8048,login,2024-06-04 23:18:36.447241,169.84
8049,login,2024-05-04 07:07:36.447247,
8050,purchase,2024-12-20 22:03:36.447253,260.2
8051,purchase,2024-09-13 14:20:36.447259,240.15
8052,logout,2024-07-05 16:38:36.447265,
8053,click,2024-08-18 14:16:36.447268,
8054,purchase,2024-07-15 11:51:36.447272,
8055,login,2024-12-08 07:08:36.447275,393.96
8056,purchase,2024-01-27 08:21:36.447278,394.4
8057,login,2024-11-29 03:55:36.447282,
8058,logout,2024-11-09 12:43:36.447285,
8059,purchase,2024-11-13 12:12:36.447288,311.43
8060,click,2024-02-29 00:41:36.447291,
8061,purchase,2024-12-11 03:45:36.447295,
8062,click,2024-12-17 00:10:36.447298,387.98
8063,click,2024-12-21 16:26:36.447301,266.08
8064,login,2024-12-21 05:40:36.447305,376.48
8065,purchase,2024-10-01 22:03:36.447310,78.02
8066,login,2024-04-08 00:39:36.447316,12.0
8067,purchase,2024-05-14 22:18:36.447321,14.35
8068,login,2024-09-02 10:09:36.447327,
8069,click,2024-03-18 17:45:36.447337,202.83
8070,login,2024-03-08 13:24:36.447340,
8071,logout,2024-02-28 23:20:36.447344,433.42
8072,purchase,2024-03-22 20:06:36.447349,440.27
8073,view,2024-10-03 16:39:36.447354,293.41
8074,login,2024-05-18 20:03:36.447360,187.47
8075,login,2024-03-31 07:48:36.447373,21.11
8076,click,2024-11-30 13:19:36.447379,176.72
8077,click,2024-01-22 11:03:36.447383,350.94
8078,view,2024-06-28 12:23:36.447388,
8079,login,2024-04-03 11:24:36.447394,
8080,logout,2024-05-28 21:04:36.447400,462.26
8081,login,2024-05-05 23:47:36.447406,85.58
8082,purchase,2024-12-18 02:49:36.447413,55.61
8083,view,2024-09-04 09:18:36.447418,
8084,purchase,2024-01-06 16:59:36.447422,300.09
8085,view,2024-08-08 14:27:36.447425,348.69
8086,view,2024-06-04 10:30:36.447429,
8087,purchase,2024-12-06 12:44:36.447432,
8088,purchase,2024-02-27 03:12:36.447435,
8089,purchase,2024-11-25 20:18:36.447439,219.07
8090,purchase,2024-08-15 23:24:36.447442,57.74
8091,logout,2024-02-14 12:54:36.447445,
8092,click,2024-02-22 14:16:36.447449,
8093,purchase,2024-05-20 20:21:36.447452,234.45
8094,logout,2024-05-24 09:40:36.447455,311.38
8095,click,2024-01-02 16:06:36.447459,255.37
8096,click,2024-10-07 12:54:36.447462,
8097,view,2024-10-08 04:05:36.447465,415.2
8098,purchase,2024-10-01 02:36:36.447469,
8099,purchase,2024-02-11 06:16:36.447472,
8100,login,2024-01-08 22:48:36.447475,
8101,purchase,2023-12-30 15:20:36.447479,
8102,login,2024-03-28 09:30:36.447482,42.24
8103,logout,2024-07-18 13:45:36.447486,
8104,logout,2024-08-28 02:54:36.447489,186.99
8105,purchase,2024-10-13 14:14:36.447493,306.49
8106,view,2024-12-17 18:04:36.447496,69.92
8107,logout,2024-07-03 10:22:36.447499,
8108,logout,2024-07-16 15:15:36.447503,21.02
8109,login,2024-01-05 04:49:36.447506,335.74
8110,purchase,2024-06-16 22:07:36.447509,125.34
8111,purchase,2024-02-21 12:36:36.447513,79.17
8112,login,2024-10-21 20:24:36.447516,377.98
8113,purchase,2024-04-30 04:54:36.447520,
8114,view,2024-10-15 12:38:36.447524,208.4
8115,purchase,2024-01-10 07:45:36.447527,287.61
8116,purchase,2024-11-05 19:06:36.447532,442.87
8117,view,2024-03-09 13:11:36.447538,
8118,login,2024-02-17 14:23:36.447544,372.59
8119,login,2024-09-30 08:38:36.447549,
8120,logout,2024-12-04 00:11:36.447555,231.31
8121,purchase,2024-07-21 00:26:36.447561,442.06
8122,click,2024-02-17 00:24:36.447566,107.86
8123,purchase,2024-05-11 03:08:36.447570,329.74
8124,purchase,2024-02-04 11:14:36.447573,
8125,click,2024-11-20 11:42:36.447577,
8126,view,2024-04-11 19:25:36.447580,
8127,view,2024-08-11 03:15:36.447583,
8128,logout,2024-02-14 10:50:36.447587,59.28
8129,view,2024-08-17 03:10:36.447590,284.91
8130,logout,2024-02-19 16:41:36.447594,
8131,view,2024-08-20 06:05:36.447597,230.71
8132,logout,2024-03-04 05:38:36.447600,
8133,click,2024-07-14 12:19:36.447604,333.49
8134,view,2024-10-15 08:42:36.447607,
8135,login,2024-11-12 04:46:36.447610,
8136,view,2024-09-13 14:52:36.447614,
8137,logout,2024-05-27 12:52:36.447617,
8138,logout,2024-12-03 01:04:36.447620,
8139,login,2024-08-30 20:29:36.447624,231.39
8140,click,2024-03-24 14:41:36.447627,475.46
8141,logout,2024-07-06 18:51:36.447630,
8142,click,2024-11-15 15:42:36.447634,
8143,logout,2024-06-12 09:19:36.447637,217.02
8144,click,2024-10-12 11:12:36.447640,298.26
8145,logout,2024-10-17 23:50:36.447643,
8146,view,2024-03-11 18:04:36.447647,
8147,view,2024-08-08 00:34:36.447652,301.81
8148,purchase,2024-03-30 03:46:36.447658,196.17
8149,click,2024-04-20 16:29:36.447664,275.25
8150,logout,2024-09-16 22:32:36.447670,309.44
8151,click,2024-05-15 10:33:36.447683,
8152,purchase,2024-12-17 18:17:36.447686,
8153,login,2024-01-14 11:55:36.447690,136.16
8154,logout,2024-08-03 22:48:36.447694,
8155,view,2024-08-11 10:16:36.447697,419.53
8156,view,2024-04-25 11:58:36.447700,440.01
8157,purchase,2024-02-26 13:48:36.447703,
8158,click,2024-05-24 22:29:36.447707,
8159,logout,2024-06-25 21:55:36.447710,473.7
8160,click,2024-07-03 14:51:36.447714,
8161,logout,2024-01-31 16:28:36.447717,
8162,click,2024-06-22 20:36:36.447721,
8163,logout,2024-06-23 19:23:36.447724,248.69
8164,login,2024-07-09 09:33:36.447727,
8165,logout,2024-09-28 06:43:36.447730,112.52
8166,click,2024-06-24 07:40:36.447734,
8167,purchase,2024-04-26 15:35:36.447737,128.01
8168,purchase,2024-10-19 15:46:36.447740,
8169,login,2024-01-08 23:12:36.447744,
8170,click,2024-10-17 20:40:36.447747,432.68
8171,click,2024-02-08 00:30:36.447751,112.27
8172,click,2024-07-18 04:39:36.447754,436.67
8173,click,2024-09-08 20:55:36.447757,
8174,login,2024-12-05 19:41:36.447761,259.0
8175,login,2024-10-04 17:30:36.447764,
8176,click,2024-07-11 23:04:36.447767,
8177,login,2024-07-12 22:46:36.447771,76.12
8178,purchase,2024-04-20 07:12:36.447774,
8179,view,2024-05-21 23:19:36.447777,
8180,logout,2024-06-11 12:39:36.447781,
8181,logout,2024-05-03 00:15:36.447784,490.97
8182,click,2024-05-27 01:30:36.447787,
8183,click,2024-07-02 17:09:36.447791,216.69
8184,login,2024-02-11 17:10:36.447794,377.38
8185,click,2024-12-02 12:47:36.447797,
8186,view,2024-06-05 06:05:36.447801,
8187,view,2024-02-15 17:05:36.447805,
8188,logout,2024-02-22 21:22:36.447808,
8189,logout,2024-08-16 09:50:36.447812,312.01
8190,click,2023-12-23 14:49:36.447815,322.55
8191,purchase,2024-03-27 09:39:36.447818,382.07
8192,login,2024-08-03 16:00:36.447822,365.08
8193,login,2024-06-11 15:53:36.447825,
8194,view,2024-07-23 18:00:36.447828,106.07
8195,view,2024-03-25 00:19:36.447834,
8196,login,2024-09-25 10:20:36.447840,
8197,logout,2024-10-18 15:44:36.447845,
8198,view,2024-10-26 06:41:36.447851,435.18
8199,purchase,2024-04-28 19:22:36.447865,373.36
8200,logout,2024-05-28 00:43:36.447869,260.22
8201,click,2024-06-26 00:56:36.447872,
8202,purchase,2024-01-12 09:20:36.447876,114.73
8203,click,2024-05-16 13:02:36.447879,
8204,logout,2023-12-30 10:54:36.447884,60.71
8205,purchase,2024-01-18 18:39:36.447890,
8206,click,2024-03-20 06:11:36.447896,
8207,click,2024-08-31 13:18:36.447902,475.34
8208,logout,2024-08-12 10:12:36.447908,391.95
8209,login,2024-02-28 05:49:36.447920,
8210,click,2024-03-03 12:57:36.447923,
8211,view,2024-08-13 15:40:36.447927,
8212,click,2024-01-06 20:15:36.447930,
8213,logout,2024-01-25 07:28:36.447934,456.73
8214,login,2024-11-05 06:41:36.447937,
8215,click,2024-07-07 07:41:36.447940,86.84
8216,click,2024-04-03 21:01:36.447945,
8217,click,2024-09-22 22:46:36.447949,
8218,login,2024-03-24 06:54:36.447952,
8219,view,2024-02-27 14:36:36.447956,
8220,login,2024-02-10 04:03:36.447959,
8221,view,2024-04-25 05:16:36.447963,165.94
8222,click,2024-09-14 23:17:36.447966,466.03
8223,click,2024-11-22 00:30:36.447969,
8224,logout,2024-05-01 13:48:36.447973,
8225,view,2024-06-04 03:50:36.447976,
8226,login,2024-09-19 13:07:36.447979,
8227,view,2024-01-14 01:43:36.447982,
8228,purchase,2024-08-05 13:30:36.447986,495.73
8229,login,2024-02-27 06:11:36.447989,
8230,view,2024-09-17 23:36:36.447992,
8231,click,2024-09-22 09:57:36.447996,209.7
8232,click,2024-07-04 23:21:36.447999,
8233,logout,2024-05-12 06:36:36.448002,291.46
8234,login,2024-11-23 04:19:36.448006,
8235,view,2024-11-28 23:08:36.448009,
8236,purchase,2024-10-25 05:43:36.448012,
8237,click,2024-07-06 22:37:36.448016,
8238,login,2024-09-06 19:41:36.448019,462.34
8239,logout,2024-09-07 15:58:36.448022,237.79
8240,view,2024-07-17 16:58:36.448026,71.39
8241,logout,2024-11-30 03:38:36.448029,
8242,logout,2024-03-30 11:31:36.448032,
8243,click,2024-06-25 21:42:36.448036,
8244,logout,2024-09-26 19:12:36.448039,132.08
8245,logout,2024-04-16 17:04:36.448043,
8246,logout,2024-03-08 12:08:36.448046,
8247,click,2023-12-25 17:53:36.448049,466.93
8248,view,2024-08-22 23:26:36.448053,
8249,login,2024-04-10 17:43:36.448056,155.72
8250,purchase,2024-08-25 03:43:36.448059,287.22
8251,logout,2024-09-17 13:11:36.448062,
8252,login,2024-11-11 06:18:36.448066,409.78
8253,purchase,2024-10-23 14:10:36.448069,
8254,purchase,2024-12-07 12:51:36.448072,418.93
8255,login,2024-07-14 06:06:36.448075,
8256,purchase,2024-11-17 02:00:36.448079,
8257,view,2024-03-01 00:04:36.448082,
8258,login,2024-11-30 23:04:36.448085,
8259,purchase,2024-10-11 23:00:36.448089,27.3
8260,login,2024-10-09 12:47:36.448092,
8261,click,2024-03-01 11:40:36.448096,290.86
8262,logout,2024-11-03 18:30:36.448099,
8263,purchase,2024-06-06 03:01:36.448102,145.83
8264,view,2024-03-26 11:39:36.448106,
8265,logout,2024-08-23 12:28:36.448109,489.48
8266,click,2024-12-21 17:38:36.448113,
8267,logout,2024-06-11 01:25:36.448116,445.51
8268,logout,2024-03-17 09:11:36.448119,383.71
8269,purchase,2024-02-02 01:20:36.448123,477.13
8270,logout,2024-02-25 14:32:36.448126,452.28
8271,logout,2024-06-21 12:25:36.448129,189.46
8272,logout,2024-09-16 10:16:36.448133,
8273,login,2024-02-06 03:15:36.448136,
8274,login,2024-05-23 08:12:36.448139,288.86
8275,view,2024-08-26 19:14:36.448143,
8276,view,2024-09-20 11:16:36.448146,
8277,login,2024-07-26 18:21:36.448149,
8278,view,2024-06-03 17:52:36.448152,
8279,click,2024-09-06 12:11:36.448158,
8280,purchase,2024-08-19 12:26:36.448165,
8281,logout,2024-02-16 06:10:36.448171,384.11
8282,logout,2024-02-03 12:40:36.448177,
8283,login,2024-05-04 00:23:36.448182,
8284,view,2024-10-10 12:49:36.448185,309.48
8285,purchase,2024-08-26 21:08:36.448189,
8286,logout,2024-05-04 17:23:36.448192,70.33
8287,click,2024-09-06 10:05:36.448195,128.67
8288,view,2024-09-30 18:39:36.448199,421.27
8289,logout,2024-01-25 07:28:36.448202,
8290,login,2024-12-09 12:05:36.448205,
8291,view,2024-05-10 11:15:36.448209,
8292,view,2024-06-06 09:00:36.448212,44.23
8293,logout,2024-08-11 10:17:36.448216,430.13
8294,view,2024-11-13 09:10:36.448219,47.56
8295,logout,2024-04-25 11:22:36.448222,491.88
8296,login,2024-07-20 21:27:36.448226,
8297,logout,2024-07-19 14:53:36.448229,113.12
8298,purchase,2024-05-16 19:24:36.448232,
8299,click,2024-01-31 17:43:36.448235,
8300,click,2024-08-03 03:13:36.448239,177.58
8301,login,2024-12-03 03:03:36.448242,
8302,view,2024-06-18 11:47:36.448245,139.36
8303,click,2024-08-16 18:07:36.448249,
8304,logout,2024-05-12 07:06:36.448253,
8305,purchase,2024-03-31 13:11:36.448258,357.33
8306,view,2024-04-08 06:49:36.448264,
8307,purchase,2024-07-08 20:24:36.448270,212.7
8308,click,2024-02-04 08:40:36.448286,448.51
8309,purchase,2024-08-09 23:06:36.448290,403.26
8310,login,2023-12-31 15:19:36.448293,447.1
8311,logout,2024-06-16 19:21:36.448296,
8312,view,2024-10-31 01:29:36.448300,
8313,purchase,2024-01-08 21:41:36.448303,
8314,click,2024-10-15 03:32:36.448308,279.1
8315,logout,2024-01-11 12:09:36.448315,196.02
8316,purchase,2024-08-10 16:09:36.448321,202.46
8317,click,2024-06-04 03:06:36.448327,
8318,login,2024-09-16 07:36:36.448333,131.44
8319,view,2024-10-30 09:14:36.448345,92.29
8320,click,2024-07-04 10:19:36.448349,111.63
8321,view,2024-11-22 03:16:36.448352,
8322,click,2024-05-16 01:49:36.448356,281.27
8323,logout,2024-12-20 03:36:36.448359,346.38
8324,login,2024-04-01 08:10:36.448362,32.16
8325,purchase,2024-02-18 01:34:36.448366,405.26
8326,purchase,2024-05-21 19:08:36.448369,
8327,purchase,2024-11-27 12:51:36.448372,
8328,click,2024-03-11 00:14:36.448376,284.26
8329,click,2024-11-09 12:24:36.448379,315.96
8330,click,2024-10-02 11:57:36.448383,
8331,purchase,2024-06-26 02:48:36.448386,
8332,logout,2024-12-13 18:42:36.448389,18.56
8333,view,2024-12-10 17:17:36.448392,
8334,logout,2024-02-14 08:54:36.448396,
8335,click,2024-04-27 09:11:36.448399,223.48
8336,login,2024-02-23 01:13:36.448403,441.93
8337,click,2024-10-28 01:36:36.448406,
8338,view,2024-02-19 17:03:36.448410,
8339,login,2024-11-19 10:29:36.448413,
8340,view,2024-06-28 17:02:36.448419,
8341,login,2024-01-06 08:36:36.448425,
8342,login,2024-09-04 23:03:36.448431,
8343,view,2023-12-29 12:16:36.448438,57.31
8344,click,2024-09-15 06:33:36.448441,
8345,login,2024-11-24 14:03:36.448445,193.51
8346,logout,2024-03-09 06:17:36.448448,19.28
8347,click,2024-03-06 18:49:36.448451,146.98
8348,view,2024-08-15 19:57:36.448455,
8349,click,2024-12-04 11:40:36.448460,117.98
8350,view,2024-06-26 05:24:36.448466,
8351,login,2024-09-11 05:04:36.448471,
8352,logout,2023-12-24 13:16:36.448477,
8353,purchase,2024-07-27 04:09:36.448483,375.45
8354,purchase,2024-02-05 02:55:36.448488,113.96
8355,purchase,2024-01-20 14:20:36.448494,
8356,logout,2024-08-30 19:43:36.448499,420.7
8357,purchase,2024-05-20 02:45:36.448505,
8358,purchase,2024-04-14 07:22:36.448511,286.73
8359,view,2024-03-19 19:31:36.448517,
8360,login,2024-06-22 01:50:36.448523,
8361,click,2024-09-19 09:52:36.448530,
8362,view,2024-03-06 00:59:36.448534,103.05
8363,logout,2024-09-27 21:25:36.448537,
8364,click,2024-02-18 16:57:36.448540,
8365,login,2024-10-10 05:56:36.448544,
8366,login,2024-01-03 09:24:36.448547,89.8
8367,logout,2024-05-20 09:11:36.448551,
8368,click,2024-01-05 01:31:36.448554,
8369,login,2024-08-28 09:07:36.448557,
8370,view,2024-08-23 22:41:36.448561,
8371,view,2024-07-19 12:08:36.448564,68.08
8372,login,2024-03-01 23:57:36.448567,61.31
8373,purchase,2024-04-13 23:12:36.448571,
8374,login,2024-02-03 06:06:36.448574,
8375,purchase,2024-08-27 00:26:36.448578,
8376,click,2024-02-28 00:04:36.448581,184.87
8377,view,2024-03-10 16:07:36.448584,
8378,click,2024-03-12 10:18:36.448588,369.4
8379,click,2024-10-12 07:56:36.448594,90.75
8380,login,2024-06-23 19:06:36.448600,
8381,click,2024-09-03 00:37:36.448606,144.48
8382,login,2024-09-27 19:27:36.448611,175.2
8383,view,2024-08-18 13:17:36.448618,
8384,login,2024-06-09 02:54:36.448624,
8385,purchase,2024-12-11 17:44:36.448630,
8386,login,2024-03-25 22:48:36.448634,
8387,view,2024-12-10 07:12:36.448639,171.87
8388,purchase,2024-02-12 10:39:36.448645,74.14
8389,logout,2024-05-25 11:21:36.448651,325.04
8390,logout,2024-02-05 18:24:36.448658,
8391,login,2024-08-24 13:06:36.448664,334.05
8392,logout,2024-05-16 18:07:36.448674,
8393,view,2024-05-04 01:49:36.448679,337.4
8394,purchase,2023-12-26 09:53:36.448683,251.28
8395,purchase,2024-09-02 05:39:36.448689,416.72
8396,click,2024-07-10 15:52:36.448694,307.22
8397,click,2024-04-26 07:05:36.448700,
8398,purchase,2024-03-14 18:50:36.448706,
8399,click,2024-06-06 00:36:36.448712,57.33
8400,purchase,2024-05-11 02:56:36.448718,
8401,purchase,2024-06-09 15:55:36.448724,488.22
8402,view,2024-12-05 12:33:36.448737,35.13
8403,click,2024-08-13 12:18:36.448743,114.41
8404,login,2024-05-31 11:45:36.448746,
8405,click,2024-08-16 04:28:36.448750,
8406,login,2024-02-15 18:24:36.448753,
8407,logout,2024-10-04 14:45:36.448756,227.42
8408,logout,2024-08-19 04:49:36.448762,297.34
8409,purchase,2024-06-24 13:28:36.448768,335.34
8410,purchase,2024-07-21 13:34:36.448773,42.59
8411,view,2024-09-22 20:37:36.448779,
8412,logout,2024-06-11 02:24:36.448785,
8413,login,2023-12-23 22:46:36.448791,
8414,click,2024-10-24 17:23:36.448797,
8415,login,2024-08-30 16:07:36.448803,117.46
8416,click,2024-10-27 22:09:36.448812,310.33
8417,view,2024-02-07 04:56:36.448815,258.15
8418,click,2024-07-24 05:00:36.448819,202.14
8419,click,2024-05-30 07:55:36.448822,486.4
8420,logout,2024-02-01 06:31:36.448825,
8421,purchase,2024-06-07 20:57:36.448829,
8422,click,2024-10-21 04:09:36.448832,198.28
8423,purchase,2024-10-06 08:11:36.448835,173.19
8424,purchase,2024-05-09 00:34:36.448839,487.45
8425,view,2024-07-19 06:36:36.448845,
8426,click,2024-08-12 10:17:36.448851,
8427,view,2024-02-12 03:25:36.448856,427.09
8428,view,2024-07-31 05:03:36.448861,
8429,logout,2024-04-01 07:23:36.448868,
8430,purchase,2024-05-07 00:04:36.448874,192.9
8431,logout,2024-10-06 20:10:36.448879,
8432,purchase,2024-07-31 01:35:36.448889,119.81
8433,view,2024-12-08 08:00:36.448895,224.6
8434,logout,2024-05-16 17:31:36.448898,435.04
8435,logout,2024-04-15 08:38:36.448904,424.74
8436,purchase,2024-02-23 23:23:36.448910,
8437,click,2024-07-30 16:55:36.448916,326.62
8438,logout,2024-11-25 22:59:36.448923,463.59
8439,login,2024-01-30 07:28:36.448928,
8440,logout,2024-03-20 03:38:36.448933,
8441,purchase,2024-08-15 13:23:36.448939,396.26
8442,click,2024-02-15 18:43:36.448945,
8443,click,2024-01-05 19:21:36.448951,331.1
8444,purchase,2024-02-14 06:57:36.448957,376.01
8445,view,2024-01-07 14:04:36.448963,
8446,click,2024-09-20 11:54:36.448969,
8447,click,2024-12-17 15:08:36.448975,368.88
8448,logout,2024-01-02 18:24:36.448981,
8449,purchase,2024-12-21 04:39:36.448987,
8450,view,2024-06-28 01:40:36.448990,356.2
8451,purchase,2024-04-12 03:39:36.448994,200.68
8452,purchase,2024-02-09 06:31:36.448997,
8453,click,2024-02-26 21:37:36.449001,
8454,login,2024-11-30 14:24:36.449004,435.1
8455,view,2024-04-18 20:20:36.449007,399.58
8456,purchase,2024-10-29 14:15:36.449011,309.2
8457,view,2024-03-19 17:41:36.449014,
8458,purchase,2024-05-03 15:42:36.449017,40.96
8459,purchase,2023-12-28 17:58:36.449021,
8460,purchase,2024-04-02 02:24:36.449024,
8461,view,2024-08-19 11:49:36.449028,
8462,view,2024-08-10 06:02:36.449031,199.75
8463,purchase,2024-02-01 07:15:36.449034,
8464,login,2024-05-25 23:31:36.449038,256.89
8465,logout,2024-09-04 12:59:36.449041,239.1
8466,login,2024-05-21 20:52:36.449044,
8467,purchase,2024-11-12 07:17:36.449048,
8468,purchase,2024-06-23 14:52:36.449051,398.5
8469,click,2024-10-26 03:44:36.449054,
8470,logout,2024-07-25 10:42:36.449058,
8471,purchase,2024-06-10 07:01:36.449061,453.58
8472,view,2024-01-05 09:14:36.449064,429.48
8473,login,2024-01-22 03:08:36.449068,93.9
8474,view,2024-06-26 15:28:36.449071,266.45
8475,purchase,2024-08-11 13:21:36.449075,56.57
8476,logout,2024-12-06 10:58:36.449078,
8477,logout,2024-03-13 01:22:36.449081,154.13
8478,login,2024-08-21 11:24:36.449085,233.46
8479,view,2024-08-18 21:00:36.449088,
8480,view,2024-09-21 03:21:36.449091,439.59
8481,click,2024-03-28 11:07:36.449095,
8482,click,2023-12-30 04:16:36.449098,
8483,click,2024-07-19 00:54:36.449102,
8484,click,2024-12-10 11:41:36.449105,
8485,logout,2024-09-26 12:13:36.449108,497.6
8486,view,2024-03-03 12:19:36.449111,494.28
8487,logout,2024-05-29 02:27:36.449115,52.52
8488,click,2024-01-18 18:13:36.449118,
8489,logout,2024-11-19 17:14:36.449122,
8490,view,2024-11-05 00:41:36.449125,
8491,click,2024-11-03 17:34:36.449128,377.52
8492,click,2024-10-18 00:36:36.449132,
8493,purchase,2024-11-20 20:39:36.449135,317.46
8494,logout,2024-12-09 23:31:36.449138,385.46
8495,click,2024-03-31 00:46:36.449141,381.13
8496,click,2024-06-12 05:50:36.449145,26.96
8497,logout,2024-06-01 19:13:36.449148,178.57
8498,logout,2024-08-18 19:04:36.449152,
8499,login,2024-12-05 02:24:36.449155,464.04
8500,logout,2024-12-15 11:47:36.449158,165.16
8501,logout,2024-01-07 01:26:36.449162,488.67
8502,view,2024-09-20 10:39:36.449165,
8503,click,2024-01-23 17:24:36.449168,
8504,purchase,2024-01-22 20:47:36.449172,381.28
8505,logout,2024-08-05 14:35:36.449175,82.66
8506,login,2024-06-10 13:59:36.449179,
8507,logout,2024-10-14 12:20:36.449182,
8508,view,2024-10-29 00:23:36.449185,115.7
8509,view,2024-04-04 04:51:36.449188,400.16
8510,login,2024-02-26 00:07:36.449192,
8511,logout,2024-08-03 11:35:36.449195,230.55
8512,purchase,2023-12-27 14:53:36.449198,
8513,purchase,2024-08-09 19:52:36.449202,
8514,logout,2024-04-03 17:06:36.449205,46.59
8515,click,2024-05-19 03:09:36.449209,304.86
8516,view,2024-05-25 18:02:36.449212,
8517,view,2024-07-29 01:24:36.449216,213.67
8518,view,2024-10-16 11:05:36.449219,
8519,click,2024-10-25 18:37:36.449222,
8520,logout,2024-11-26 15:09:36.449225,
8521,logout,2024-02-09 13:28:36.449229,
8522,view,2024-10-06 05:44:36.449234,140.67
8523,login,2024-11-12 21:50:36.449240,
8524,purchase,2024-02-29 00:29:36.449246,
8525,view,2024-10-01 18:31:36.449252,28.98
8526,login,2024-10-24 21:13:36.449258,328.31
8527,logout,2024-01-24 05:21:36.449261,98.62
8528,login,2024-07-30 19:57:36.449265,
8529,logout,2024-12-14 19:50:36.449268,
8530,click,2024-02-13 13:34:36.449271,
8531,purchase,2024-07-05 23:08:36.449275,278.27
8532,login,2024-08-28 00:09:36.449278,
8533,view,2024-03-04 23:31:36.449282,
8534,purchase,2024-11-12 03:40:36.449285,
8535,click,2024-10-14 19:23:36.449288,498.62
8536,logout,2024-02-05 12:38:36.449291,
8537,click,2024-09-05 21:57:36.449295,
8538,view,2024-09-09 18:16:36.449298,160.98
8539,click,2024-03-18 12:14:36.449302,
8540,login,2024-04-28 17:57:36.449305,
8541,click,2024-02-25 00:53:36.449308,
8542,logout,2024-07-19 04:10:36.449312,79.27
8543,click,2024-11-15 09:35:36.449315,320.57
8544,logout,2024-01-13 16:21:36.449319,
8545,purchase,2024-11-06 00:08:36.449323,
8546,purchase,2024-05-22 13:59:36.449339,493.17
8547,login,2024-07-14 00:03:36.449346,
8548,purchase,2024-02-09 10:34:36.449351,
8549,click,2024-07-14 02:04:36.449357,
8550,purchase,2024-07-03 14:16:36.449362,332.92
8551,purchase,2024-05-22 02:19:36.449367,7.32
8552,login,2024-10-11 05:15:36.449372,
8553,view,2024-10-23 01:30:36.449377,262.44
8554,login,2024-10-31 15:08:36.449383,135.1
8555,click,2024-07-28 10:49:36.449388,117.39
8556,click,2024-11-08 01:18:36.449394,472.35
8557,logout,2024-07-20 02:45:36.449401,
8558,click,2024-04-19 16:36:36.449407,57.23
8559,purchase,2024-07-13 16:52:36.449410,
8560,login,2024-07-04 12:41:36.449413,490.89
8561,purchase,2024-06-12 14:32:36.449416,
8562,view,2024-09-14 17:35:36.449420,279.1
8563,purchase,2024-11-18 02:55:36.449423,
8564,logout,2024-06-08 08:21:36.449426,285.01
